"source_repository","source_sha","source_path","current_target","capability","disposition","proposed_destination","phase","dependencies","tests","deletion_gate"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLLM/Models/**;Sources/vMLXVLM/Models/**","vMLX model implementations","model architecture implementations","keep","same paths","0","vMLXLMCommon;MLX","model load/generation tests","never; preserve in place as grouped inventory"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/Chat.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/Chat.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/ChatSession.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/ChatSession.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/Evaluate.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/Evaluate.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/ExpertIndex.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/ExpertIndex.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/ExpertWeightSet.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/ExpertWeightSet.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/FlashMoEApply.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/FlashMoEApply.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/FlashMoEApplyExpert.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/FlashMoEApplyExpert.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/FlashMoEBlock.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/FlashMoEBlock.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/FlashMoEConfig.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/FlashMoEConfig.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/FlashMoEExpertLoader.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/FlashMoEExpertLoader.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/FlashMoESwitchGLUShim.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/FlashMoESwitchGLUShim.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/FlashMoE/SlotBankCache.swift","vMLXLMCommon","expert runtime/trace support","keep","Sources/vMLXLMCommon/FlashMoE/SlotBankCache.swift","5-7","MLX;MLXNN","MoE runtime and trace parity","never until native replacement proves parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/HardwareInfo.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/HardwareInfo.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/JANGTQKernels.swift","vMLXLMCommon","JANG/JANGTQ runtime","keep","Sources/vMLXLMCommon/JANGTQKernels.swift","5-7","MLX;MLXNN","JANG artifact real-load parity","never until equivalent vMLX implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/JangConfigRepair.swift","vMLXLMCommon","JANG/JANGTQ runtime","keep","Sources/vMLXLMCommon/JangConfigRepair.swift","5-7","MLX;MLXNN","JANG artifact real-load parity","never until equivalent vMLX implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/JangLoader.swift","vMLXLMCommon","JANG/JANGTQ runtime","keep","Sources/vMLXLMCommon/JangLoader.swift","5-7","MLX;MLXNN","JANG artifact real-load parity","never until equivalent vMLX implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/JangMXTQDequant.swift","vMLXLMCommon","JANG/JANGTQ runtime","keep","Sources/vMLXLMCommon/JangMXTQDequant.swift","5-7","MLX;MLXNN","JANG artifact real-load parity","never until equivalent vMLX implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/JangSpecBundleLoader.swift","vMLXLMCommon","JANG/JANGTQ runtime","keep","Sources/vMLXLMCommon/JangSpecBundleLoader.swift","5-7","MLX;MLXNN","JANG artifact real-load parity","never until equivalent vMLX implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/Load.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/Load.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/ModelContainer.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/ModelContainer.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/ModelFactory.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/ModelFactory.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLMCommon/UserInput.swift","vMLXLMCommon","model generation/runtime","keep","Sources/vMLXLMCommon/UserInput.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Middleware/CORSAllowlistMiddleware.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Middleware/CORSAllowlistMiddleware.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/AdapterRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/AdapterRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/AdminRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/AdminRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/AnthropicRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/AnthropicRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/MCPRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/MCPRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/MetricsRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/MetricsRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/OllamaRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/OllamaRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXServer/Routes/OpenAIRoutes.swift","vMLXServer","serve/API","adapt","Sources/vMLXServer/Routes/OpenAIRoutes.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXVLM/VLMModel.swift","vMLXVLM","model generation/runtime","keep","Sources/vMLXVLM/VLMModel.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXVLM/VLMModelFactory.swift","vMLXVLM","model generation/runtime","keep","Sources/vMLXVLM/VLMModelFactory.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","assets/**;Sources/vMLXApp/Resources/**;vMLX/Assets.xcassets/**","assets","inert application assets","keep","same paths","0","app bundle","bundle/resource tests","never unless superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/ChatLaunchIntentTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/ChatLaunchIntentTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/ChatModelEntryResolverTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/ChatModelEntryResolverTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/ImageHistoryRecordStateTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/ImageHistoryRecordStateTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/ImageHistoryStoreTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/ImageHistoryStoreTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/ImageReuseResolverTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/ImageReuseResolverTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownDocumentTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownDocumentTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownLinkPolicyTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownLinkPolicyTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownPerformanceTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownPerformanceTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownPlainTextTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownPlainTextTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownRenderModelTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownRenderModelTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownStreamingTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownStreamingTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/MarkdownViewTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/MarkdownViewTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/OnboardingGoalRouteTests.swift","test target","serve regression","adapt","tests/vMLXAppTests/OnboardingGoalRouteTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioAdvancedModelServiceTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/StudioAdvancedModelServiceTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioChatHistoryStoreTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/StudioChatHistoryStoreTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioChatModelSelectionTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/StudioChatModelSelectionTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioChatRecoveryTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/StudioChatRecoveryTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioChatSessionExporterTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/StudioChatSessionExporterTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioChatSessionStatusTests.swift","test target","chat/evaluation regression","adapt","tests/vMLXAppTests/StudioChatSessionStatusTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioDiagnosticRedactorTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/StudioDiagnosticRedactorTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioHuggingFaceGateStatusTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/StudioHuggingFaceGateStatusTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioImageRecordStatusTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/StudioImageRecordStatusTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioJobServiceTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/StudioJobServiceTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","tests/vMLXAppTests/StudioLibraryModelSearchTests.swift","test target","runtime regression","adapt","tests/vMLXAppTests/StudioLibraryModelSearchTests.swift","2-19","production targets","swift test","retire only with superseding fixture"
